source_key,source,source_id,source_statement,capability_id,capability,disposition,justification
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-059,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-059,"Execute an enclosure thermal study, validate convergence and margins, and return actionable design feedback with exact evidence.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-060,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-060,Create and validate a fixture or jig model and drawing package from approved operation and datum requirements.,CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-061,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-061,"Create a weldment design, cut list, drawings, weld notes, and inspection requirements and route the package through review.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-062,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-062,"Create a reviewed equipment layout with interfaces, access, maintainability, safety clearances, and manufacturing handoff artifacts.",CAP-007,Separate stable layout metadata,retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-063,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-063,"Integrate exact board geometry and connectors into an enclosure, check clearance and thermal requirements, and release prototype artifacts.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-064,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-064,"Import measurement results, evaluate them against exact tolerances, and issue an inspectable acceptance or nonconformance record.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-065,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-065,Feed a nonconformance into a bounded design/manufacturing correction loop and prove the released revision resolves every accepted issue.,CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-066,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-066,"Build and compare a BOM sourcing plan using approved part identities, quantities, alternates, lead times, and supplier evidence.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-067,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-067,"Apply an approved change consistently across design, drawing, BOM, analyses, instructions, and release records, then prove no stale dependent remains.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-068,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-068,"Analyze approved sensor/history data, produce a diagnosis and maintenance recommendation, and update the work package after review.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-069,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-069,"Release an approved multi-artifact technical package through the governed lifecycle and retain exact deployment, rollback, and prior-version evidence.",CAP-031,"Program control, truthful dashboard, packaging, and release train",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-070,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-070,"Run the same approved process through browser and headless entry points and receive equivalent decisions, artifacts, evidence, cancellation, and recovery behavior.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
docs/programs/engineering-process-platform/customer-process-user-stories.md:EPP-US-071,docs/programs/engineering-process-platform/customer-process-user-stories.md,EPP-US-071,"Describe a sheet-metal process in plain language, inspect Wright's proposed canonical process and assumptions, and accept or reject the proposal without execution authority.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,Customer outcome remains addressable by the generic canonical model; no story-specific dispatch is added.
